application_id,age,education,employment_type,marital_status,dependents,monthly_income,loan_amount,loan_term,interest_rate,loan_purpose,credit_score,credit_history_length,existing_loans,existing_debt,credit_inquiries,payment_history_pct,late_payments,bankruptcy_history,home_ownership,employment_length,default,application_date
APP007509,51,Bachelor,Self-Employed,Divorced,2,50000.0,500000.0,48,10.32,Medical,704,8.3,1,92534.45,5,80.74,4,0,Rent,7.6,0,2023-09-01
APP007510,47,Master,Full-Time,Widowed,2,29749.02,132035.25,48,14.36,Medical,813,5.3,1,126414.28,6,82.22,1,1,Other,27.4,0,2021-04-01
APP007511,26,Bachelor,Full-Time,Divorced,3,47359.34,333122.32,24,17.09,Business,709,3.3,2,210801.02,2,93.89,2,0,Rent,5.5,0,2023-06-26
APP007512,43,Master,Full-Time,Married,2,42801.22,192796.97,48,14.04,Education,587,4.2,1,201944.32,5,91.54,0,1,Mortgage,5.3,0,2023-08-30
APP007513,40,Bachelor,Full-Time,Divorced,1,50000.0,279302.47,36,9.79,Medical,645,5.4,1,28979.23,3,91.36,1,0,Mortgage,4.3,0,2023-03-25
APP007514,30,Master,Full-Time,Married,3,29211.21,146296.84,48,22.07,Personal,635,2.0,1,132247.69,1,97.69,2,0,Rent,4.5,0,2021-06-13
APP007515,34,High School,Self-Employed,Widowed,2,47489.63,202097.7,12,21.62,Home,735,3.8,0,0.0,3,83.27,2,0,Mortgage,13.7,0,2022-03-12
APP007516,27,Master,Full-Time,Married,0,50000.0,500000.0,72,8.96,Personal,716,5.0,4,145257.45,2,62.56,1,0,Rent,3.9,0,2023-01-28
APP007517,34,High School,Full-Time,Single,2,50000.0,500000.0,24,14.9,Business,557,8.7,1,143739.29,3,89.43,2,0,Mortgage,1.3,0,2022-08-04
APP007518,52,PhD,Full-Time,Married,0,50000.0,455907.61,36,12.61,Home,702,6.6,1,204872.86,2,62.04,0,0,Rent,1.2,0,2021-03-24
APP007519,34,High School,Full-Time,Single,0,50000.0,236836.4,48,17.11,Personal,821,5.9,0,0.0,0,70.29,3,0,Own,6.5,0,2020-08-24
APP007520,64,Vocational,Full-Time,Divorced,5,45198.76,154200.37,24,23.79,Personal,766,5.4,1,58770.27,2,57.0,1,0,Rent,1.5,0,2022-01-08
APP007521,59,Bachelor,Full-Time,Single,4,50000.0,437506.13,36,20.49,Auto,666,13.6,1,82809.33,1,70.63,1,1,Rent,2.2,0,2021-12-29
APP007522,53,Master,Full-Time,Single,2,50000.0,500000.0,60,24.28,Auto,731,6.9,0,0.0,3,85.02,0,0,Own,11.3,0,2021-04-28
APP007523,54,High School,Full-Time,Married,3,50000.0,500000.0,12,17.09,Home,576,4.1,4,55751.42,2,67.66,2,0,Rent,4.1,0,2020-07-30
APP007524,18,High School,Part-Time,Single,2,24306.96,320532.31,24,18.26,Business,718,3.0,0,0.0,3,88.37,1,0,Rent,1.1,0,2023-06-29
APP007525,39,Bachelor,Full-Time,Divorced,1,43806.65,500000.0,60,10.99,Business,802,5.2,4,91688.08,3,75.71,0,0,Own,3.5,0,2021-08-02
APP007526,49,Master,Full-Time,Married,3,36329.3,405692.69,60,13.6,Auto,538,5.1,0,0.0,3,93.84,1,0,Mortgage,4.4,0,2021-06-27
APP007527,49,Bachelor,Full-Time,Married,2,50000.0,500000.0,36,15.28,Debt Consolidation,637,5.3,2,222842.54,3,69.88,1,0,Own,3.4,0,2021-02-17
APP007528,55,Bachelor,Full-Time,Single,0,50000.0,500000.0,60,20.98,Personal,675,2.1,0,0.0,1,88.9,1,0,Rent,8.5,0,2023-02-25
APP007529,36,Bachelor,Full-Time,Married,3,50000.0,500000.0,36,18.3,Debt Consolidation,694,1.0,0,0.0,2,74.64,5,0,Own,4.3,0,2021-08-22
APP007530,36,High School,Part-Time,Divorced,2,46993.23,373371.94,48,5.65,Personal,638,11.0,1,51548.2,1,56.74,0,0,Rent,0.6,0,2023-03-12
APP007531,33,Vocational,Self-Employed,Married,0,39419.22,488046.97,36,6.1,Medical,720,9.3,1,142740.07,1,84.37,2,0,Mortgage,2.4,0,2020-12-17
APP007532,50,Bachelor,Full-Time,Divorced,4,50000.0,500000.0,60,17.99,Education,769,2.9,1,34063.1,2,91.08,1,0,Rent,8.9,0,2022-11-17
APP007533,34,Bachelor,Full-Time,Married,0,50000.0,348777.21,36,22.1,Home,706,3.6,1,189909.5,3,94.29,1,0,Mortgage,3.8,1,2021-09-02
APP007534,38,High School,Part-Time,Divorced,1,30094.87,301592.97,36,21.55,Debt Consolidation,797,4.1,1,66415.81,1,91.29,1,0,Mortgage,10.7,0,2022-01-07
APP007535,36,High School,Full-Time,Married,5,50000.0,341601.72,36,6.48,Personal,696,9.0,0,0.0,2,88.36,4,1,Rent,4.7,0,2020-12-25
APP007536,46,Bachelor,Full-Time,Married,2,22936.64,264536.87,36,10.58,Auto,594,3.7,1,22111.79,0,68.71,1,0,Rent,5.1,0,2021-01-09
APP007537,52,High School,Self-Employed,Married,4,35187.3,193997.2,36,16.03,Auto,845,5.7,4,157621.69,4,77.44,1,0,Own,2.0,0,2023-10-21
APP007538,32,Bachelor,Unemployed,Divorced,2,29625.39,244102.11,12,22.94,Debt Consolidation,628,1.4,2,62594.82,3,87.56,1,0,Rent,2.0,0,2023-04-12
APP007539,21,PhD,Retired,Married,5,14731.48,134517.95,48,22.51,Personal,791,6.3,3,10062.24,1,80.04,2,0,Mortgage,6.6,0,2020-07-01
APP007540,62,High School,Full-Time,Married,1,34508.08,242982.35,36,21.94,Home,641,7.8,2,167844.54,5,76.91,0,0,Rent,2.0,1,2020-07-18
APP007541,40,Bachelor,Unemployed,Divorced,0,10260.2,43199.27,72,13.43,Personal,782,6.0,2,25918.38,0,71.57,2,0,Rent,3.7,0,2022-01-04
APP007542,47,Bachelor,Full-Time,Divorced,1,19072.97,230336.82,24,24.32,Personal,718,4.9,0,0.0,4,77.96,4,0,Mortgage,18.5,0,2023-01-21
APP007543,42,Bachelor,Part-Time,Single,0,8419.08,53093.69,36,23.13,Debt Consolidation,616,2.7,0,0.0,1,66.6,1,0,Rent,1.2,0,2020-05-08
APP007544,58,High School,Part-Time,Single,2,17866.63,236832.32,48,14.89,Home,643,6.7,2,23463.92,3,84.84,1,1,Mortgage,7.9,0,2022-07-17
APP007545,44,Bachelor,Full-Time,Widowed,4,25186.94,282436.27,24,7.31,Auto,683,4.6,0,0.0,2,75.86,3,0,Mortgage,2.6,0,2022-01-29
APP007546,32,Master,Self-Employed,Married,0,36032.94,467931.79,60,18.83,Personal,811,3.2,2,149646.62,2,80.31,1,0,Rent,4.3,0,2023-07-21
APP007547,51,Bachelor,Full-Time,Single,1,50000.0,500000.0,36,12.64,Debt Consolidation,609,8.3,1,139934.45,3,71.47,3,0,Other,3.5,0,2022-06-19
APP007548,35,Bachelor,Self-Employed,Single,0,50000.0,453714.27,36,10.21,Business,683,4.9,1,216514.34,1,74.09,0,0,Mortgage,5.1,0,2023-01-08
APP007549,38,Vocational,Self-Employed,Single,4,39340.61,394833.16,72,17.1,Personal,784,8.1,4,52292.5,1,72.42,1,1,Mortgage,10.2,0,2022-07-03
APP007550,53,Bachelor,Unemployed,Divorced,1,9388.58,113431.54,48,21.91,Personal,793,4.0,1,32883.53,1,95.5,2,0,Rent,1.8,0,2020-04-07
APP007551,31,High School,Full-Time,Married,1,50000.0,403718.86,24,21.87,Personal,751,1.5,3,160910.31,3,87.45,1,0,Other,3.7,0,2020-03-14
APP007552,25,PhD,Full-Time,Married,2,18483.27,208636.26,48,23.22,Home,667,3.1,3,75217.41,1,77.85,0,0,Mortgage,22.7,0,2020-02-25
APP007553,40,High School,Self-Employed,Married,2,40436.06,136453.43,60,9.17,Education,662,0.7,0,0.0,3,76.78,1,0,Own,2.5,0,2023-03-12
APP007554,44,Master,Full-Time,Married,2,19540.89,136602.32,60,9.81,Education,629,1.4,5,35616.51,3,82.53,1,0,Own,4.3,1,2021-06-28
APP007555,27,Bachelor,Full-Time,Married,4,50000.0,500000.0,36,15.04,Home,812,7.3,0,0.0,3,69.55,1,0,Mortgage,4.3,0,2021-01-04
APP007556,24,High School,Part-Time,Married,0,50000.0,500000.0,72,10.34,Personal,732,6.4,4,157765.27,1,92.8,1,0,Rent,4.3,0,2021-12-25
APP007557,50,High School,Full-Time,Single,2,50000.0,169227.63,48,19.55,Medical,677,6.3,1,117228.69,0,79.93,2,0,Rent,1.6,0,2023-01-01
APP007558,35,High School,Part-Time,Single,0,29052.88,329885.27,48,22.75,Home,691,4.1,1,63292.35,2,63.89,1,1,Own,12.0,0,2020-06-05
APP007559,52,High School,Full-Time,Married,1,32441.93,363860.99,24,18.96,Education,703,7.4,2,157889.04,1,80.83,1,0,Mortgage,4.2,0,2021-07-28
APP007560,51,High School,Unemployed,Single,0,4552.51,54497.96,24,16.17,Education,745,3.7,1,2873.97,1,63.79,0,0,Mortgage,18.7,0,2022-09-23
APP007561,61,High School,Unemployed,Widowed,2,24056.58,357378.22,24,10.01,Home,682,2.9,5,67953.82,3,80.2,4,0,Other,6.6,1,2023-01-02
APP007562,57,Master,Full-Time,Married,1,50000.0,500000.0,24,9.54,Education,821,0.9,0,0.0,3,62.11,1,0,Own,4.8,0,2021-11-08
APP007563,33,High School,Full-Time,Married,0,40594.15,237668.29,60,20.09,Auto,607,4.2,0,0.0,2,86.89,4,0,Rent,14.5,0,2021-04-28
APP007564,27,Master,Part-Time,Single,0,22213.33,322757.32,72,9.91,Education,604,8.0,2,81586.48,4,87.58,0,0,Own,12.3,0,2021-10-31
APP007565,36,High School,Full-Time,Single,4,50000.0,342877.58,36,8.09,Auto,750,1.2,5,144114.33,1,88.66,1,0,Rent,6.7,0,2020-08-26
APP007566,49,Bachelor,Full-Time,Single,2,45089.98,240122.84,24,16.06,Education,627,6.5,1,143938.4,3,93.14,0,0,Mortgage,16.5,0,2022-09-22
APP007567,62,Master,Full-Time,Married,5,50000.0,500000.0,24,8.21,Personal,650,7.3,1,137963.18,4,94.76,2,0,Mortgage,1.5,0,2021-03-11
APP007568,25,Master,Part-Time,Single,2,24016.15,168205.86,60,14.22,Personal,735,5.5,3,52745.52,0,91.23,2,0,Rent,7.3,0,2023-01-24
APP007569,48,Bachelor,Self-Employed,Widowed,0,50000.0,198015.96,48,22.61,Education,702,7.6,1,174220.38,4,54.77,1,0,Mortgage,1.3,0,2020-03-30
APP007570,49,High School,Part-Time,Single,2,17078.06,226045.97,36,17.49,Auto,717,1.8,0,0.0,3,69.84,4,0,Mortgage,1.6,0,2022-02-07
APP007571,47,High School,Full-Time,Single,1,18062.71,165333.82,60,19.03,Home,692,8.1,0,0.0,1,95.59,3,0,Rent,4.2,0,2023-01-15
APP007572,20,Bachelor,Full-Time,Married,2,38961.48,422443.76,24,15.56,Debt Consolidation,749,9.0,2,69017.97,2,54.18,1,0,Mortgage,5.4,0,2020-02-05
APP007573,33,High School,Part-Time,Single,3,29775.34,259181.03,48,9.94,Auto,583,4.3,2,127167.82,2,75.14,0,0,Own,4.9,0,2021-08-28
APP007574,46,High School,Full-Time,Divorced,0,39353.1,500000.0,24,8.97,Personal,765,8.9,0,0.0,2,82.13,0,0,Own,11.3,0,2023-09-12
APP007575,41,Bachelor,Full-Time,Married,2,30363.92,201530.67,36,13.75,Home,718,3.2,2,74295.88,1,62.13,1,0,Rent,2.7,0,2022-03-23
APP007576,38,Bachelor,Full-Time,Single,2,29437.47,126204.49,12,24.96,Debt Consolidation,667,0.6,0,0.0,2,83.86,2,0,Rent,3.5,0,2020-02-20
APP007577,27,Bachelor,Full-Time,Divorced,1,30494.06,271045.97,24,23.04,Medical,541,9.1,3,52644.48,3,80.29,2,0,Own,7.3,0,2023-07-07
APP007578,33,Master,Part-Time,Married,2,38884.23,155551.08,36,5.32,Medical,702,6.8,1,46329.55,2,74.31,3,1,Own,7.0,0,2021-03-19
APP007579,49,Bachelor,Self-Employed,Divorced,5,32732.57,140285.06,48,15.42,Personal,701,9.2,3,33209.63,0,73.68,0,0,Own,18.5,0,2023-01-25
APP007580,28,PhD,Self-Employed,Married,4,18137.82,99553.46,48,21.11,Debt Consolidation,727,6.6,2,50714.64,4,85.21,2,0,Mortgage,3.9,0,2021-09-21
APP007581,43,Bachelor,Full-Time,Married,0,50000.0,260318.36,36,11.93,Education,688,2.1,1,198727.29,0,90.26,1,0,Own,1.4,0,2022-04-27
APP007582,42,Vocational,Full-Time,Married,2,50000.0,242304.66,12,24.33,Debt Consolidation,655,3.2,0,0.0,1,83.76,2,0,Mortgage,6.9,0,2022-02-28
APP007583,18,Bachelor,Full-Time,Married,0,50000.0,294882.4,60,22.25,Medical,635,5.0,2,98284.2,3,85.92,3,0,Rent,0.9,0,2022-09-25
APP007584,44,Bachelor,Part-Time,Married,2,50000.0,500000.0,12,13.44,Home,711,7.1,3,44457.72,1,93.35,1,0,Mortgage,4.4,0,2021-12-22
APP007585,44,High School,Full-Time,Single,4,50000.0,432964.23,48,10.7,Medical,759,5.9,1,123277.14,1,95.94,0,0,Rent,10.8,0,2021-07-30
APP007586,30,PhD,Part-Time,Married,1,50000.0,163856.03,36,18.05,Debt Consolidation,825,7.5,0,0.0,3,97.59,1,0,Other,4.3,0,2023-04-21
APP007587,37,Bachelor,Part-Time,Single,1,12683.16,104996.99,60,14.78,Debt Consolidation,711,8.1,3,53851.93,2,81.73,3,0,Mortgage,2.9,0,2021-07-08
APP007588,56,High School,Full-Time,Married,2,50000.0,500000.0,24,21.18,Auto,690,10.2,1,209272.37,4,98.44,3,0,Own,5.4,0,2020-05-09
APP007589,41,Bachelor,Full-Time,Married,1,15578.34,193775.55,24,14.42,Medical,657,8.5,0,0.0,0,83.22,2,0,Mortgage,2.6,0,2022-03-11
APP007590,72,Vocational,Full-Time,Single,0,50000.0,185193.09,36,7.39,Debt Consolidation,804,2.1,1,199632.93,1,55.64,1,0,Rent,4.6,0,2023-07-28
APP007591,28,Master,Unemployed,Single,2,30274.23,201796.8,36,15.41,Home,614,6.0,0,0.0,3,82.05,1,0,Rent,5.5,0,2023-11-11
APP007592,43,High School,Full-Time,Divorced,1,50000.0,199699.8,72,17.66,Education,753,5.0,1,207321.66,2,90.82,0,0,Mortgage,1.0,0,2021-05-18
APP007593,38,PhD,Full-Time,Single,5,50000.0,180601.75,48,15.89,Business,709,16.0,1,138685.5,4,81.94,1,0,Own,10.9,0,2020-06-04
APP007594,49,High School,Full-Time,Divorced,3,50000.0,500000.0,24,11.05,Personal,690,12.8,1,83550.71,2,71.67,1,0,Rent,5.0,0,2020-05-23
APP007595,32,High School,Retired,Married,2,23314.71,285249.04,12,16.11,Medical,622,4.2,0,0.0,0,81.52,1,0,Own,8.9,0,2021-04-19
APP007596,39,High School,Full-Time,Married,4,44337.01,324881.47,24,12.58,Home,772,3.5,0,0.0,3,92.8,0,0,Rent,8.6,0,2020-05-27
APP007597,68,Bachelor,Full-Time,Divorced,1,50000.0,422478.59,36,18.11,Business,734,10.8,3,77622.64,3,64.37,1,0,Rent,0.4,0,2021-08-01
APP007598,47,Bachelor,Full-Time,Married,0,50000.0,486862.93,60,7.43,Personal,639,20.0,1,41291.38,2,83.43,1,1,Mortgage,12.5,0,2022-08-07
APP007599,46,High School,Full-Time,Married,2,43710.67,398363.25,60,22.52,Home,625,3.0,3,152772.5,5,74.37,0,0,Rent,1.4,0,2022-10-18
APP007600,37,Bachelor,Self-Employed,Divorced,2,50000.0,500000.0,48,6.45,Home,690,4.6,0,0.0,2,84.7,0,0,Mortgage,11.7,0,2022-03-10
APP007601,50,Master,Full-Time,Married,5,47100.0,185188.49,48,6.66,Debt Consolidation,610,2.8,1,151103.87,1,91.24,4,0,Mortgage,11.6,0,2021-05-08
APP007602,49,Bachelor,Self-Employed,Married,0,50000.0,257135.79,36,10.14,Personal,754,5.6,0,0.0,4,92.35,3,0,Mortgage,5.0,0,2021-07-25
APP007603,54,Bachelor,Full-Time,Single,2,49443.63,500000.0,12,5.6,Home,664,1.1,4,59166.53,1,95.27,4,0,Rent,7.6,1,2020-08-29
APP007604,55,PhD,Full-Time,Single,3,28098.45,204738.1,48,11.91,Debt Consolidation,769,6.3,1,14281.5,2,65.64,2,0,Own,1.3,0,2022-02-22
APP007605,28,Master,Full-Time,Married,1,50000.0,295407.34,60,6.9,Business,760,9.2,4,110778.69,4,61.34,1,0,Rent,1.6,0,2021-06-30
APP007606,37,Vocational,Part-Time,Married,4,31612.51,327432.64,60,15.23,Business,693,4.7,2,60683.56,3,93.98,2,0,Own,2.4,0,2021-09-30
APP007607,36,Bachelor,Full-Time,Single,4,40059.9,326035.7,60,5.36,Personal,544,5.8,1,37753.41,0,90.13,1,0,Own,2.9,0,2022-12-30
APP007608,50,High School,Part-Time,Married,4,44788.06,500000.0,36,16.95,Auto,641,5.8,2,182613.58,1,90.43,3,0,Mortgage,7.7,0,2021-09-19
APP007609,39,High School,Full-Time,Married,4,37804.06,500000.0,36,5.37,Business,818,14.4,0,0.0,1,88.15,1,0,Rent,13.6,0,2021-11-22
APP007610,39,Vocational,Full-Time,Single,1,47586.66,500000.0,24,23.84,Personal,622,8.9,2,149266.28,0,88.22,0,0,Rent,4.1,0,2023-08-12
APP007611,33,PhD,Full-Time,Single,1,16735.04,209049.26,36,17.53,Home,704,4.6,4,40802.56,2,68.99,3,0,Rent,5.3,0,2020-12-29
APP007612,34,High School,Full-Time,Single,1,43378.83,495737.23,36,8.21,Home,782,6.3,2,168821.83,2,83.35,1,0,Own,4.6,0,2022-02-01
APP007613,68,High School,Retired,Single,1,10966.73,126457.6,24,8.86,Business,692,0.6,0,0.0,0,88.69,3,0,Mortgage,7.8,0,2022-03-07
APP007614,43,PhD,Full-Time,Single,3,50000.0,500000.0,12,13.6,Auto,712,9.6,0,0.0,1,76.85,4,0,Mortgage,8.1,0,2020-12-18
APP007615,30,High School,Full-Time,Married,0,33333.91,191537.65,24,11.99,Home,850,3.6,5,76319.1,1,44.99,1,0,Rent,8.1,0,2023-12-18
APP007616,48,High School,Full-Time,Single,1,39950.01,305634.32,48,22.01,Business,692,4.5,2,179386.83,2,60.97,0,0,Rent,3.0,0,2022-05-05
APP007617,50,Bachelor,Self-Employed,Divorced,0,50000.0,367018.98,60,23.53,Auto,654,3.9,2,85995.16,3,92.89,1,0,Mortgage,4.4,0,2022-08-25
APP007618,25,High School,Part-Time,Single,3,23510.94,85157.29,24,9.3,Business,672,5.8,1,12422.52,6,83.82,3,0,Rent,5.5,0,2023-03-16
APP007619,36,High School,Self-Employed,Single,1,50000.0,380749.03,24,14.25,Auto,729,7.1,1,243297.32,2,94.5,4,0,Other,14.4,0,2022-02-24
APP007620,35,Bachelor,Full-Time,Single,1,50000.0,246324.04,48,5.88,Education,621,8.5,0,0.0,2,71.83,1,0,Mortgage,8.1,0,2023-10-19
APP007621,34,PhD,Full-Time,Married,1,20522.5,159046.66,36,5.31,Medical,602,5.6,3,24221.06,5,84.91,0,0,Mortgage,8.4,0,2022-09-08
APP007622,26,Bachelor,Self-Employed,Married,0,34508.62,199523.2,24,6.8,Business,717,3.3,4,93273.62,3,93.05,2,0,Own,7.0,0,2022-02-05
APP007623,58,PhD,Full-Time,Widowed,1,50000.0,452189.98,24,8.7,Medical,850,4.4,1,186836.25,1,90.14,1,0,Own,9.4,0,2021-01-09
APP007624,31,Bachelor,Part-Time,Married,0,13677.3,98251.6,48,15.66,Medical,704,10.2,0,0.0,2,74.41,0,0,Mortgage,7.4,0,2021-02-20
APP007625,27,Master,Full-Time,Married,2,50000.0,500000.0,24,6.34,Personal,685,2.6,1,105447.59,1,64.93,2,0,Own,4.8,0,2023-09-16
APP007626,32,High School,Full-Time,Widowed,2,37798.7,243941.97,36,7.3,Education,576,6.0,0,0.0,0,62.93,0,0,Rent,2.7,0,2023-02-11
APP007627,38,High School,Self-Employed,Married,0,47428.89,188989.9,60,18.32,Personal,666,3.6,1,76736.03,2,51.07,0,0,Rent,8.6,0,2021-09-17
APP007628,50,Bachelor,Part-Time,Married,2,23879.96,75987.5,72,12.45,Home,732,6.6,1,63989.32,0,90.14,0,0,Rent,5.1,0,2022-08-23
APP007629,43,Bachelor,Full-Time,Single,5,23577.28,88834.69,60,11.92,Home,597,1.3,2,54544.01,4,95.48,3,0,Mortgage,3.5,0,2021-02-11
APP007630,49,Master,Full-Time,Married,2,39282.59,224719.0,12,9.78,Personal,667,7.9,1,98469.85,0,87.64,3,0,Rent,14.9,0,2023-08-03
APP007631,47,High School,Part-Time,Single,0,30580.97,280894.41,60,22.36,Education,779,1.6,1,75067.62,4,88.75,3,0,Own,3.8,0,2022-11-16
APP007632,18,Bachelor,Full-Time,Married,1,20322.14,230155.33,24,10.93,Medical,779,3.7,4,82521.14,2,89.21,1,0,Rent,8.2,0,2021-08-30
APP007633,57,Master,Full-Time,Single,1,38639.66,151578.26,60,17.09,Personal,701,9.2,1,179731.87,2,92.52,2,0,Mortgage,3.8,0,2021-06-01
APP007634,56,Bachelor,Retired,Single,1,8287.27,71962.57,24,17.01,Debt Consolidation,753,5.2,0,0.0,7,87.08,1,0,Mortgage,9.9,0,2021-12-20
APP007635,48,High School,Self-Employed,Married,2,18153.98,114162.45,24,14.98,Debt Consolidation,698,4.8,0,0.0,2,89.33,2,0,Own,7.8,0,2021-08-31
APP007636,23,Bachelor,Full-Time,Single,4,50000.0,378599.19,36,23.09,Education,604,7.8,0,0.0,3,84.13,1,0,Rent,0.7,0,2021-11-10
APP007637,37,Bachelor,Retired,Single,2,12001.22,81613.76,24,12.8,Business,722,6.0,0,0.0,1,77.52,2,0,Rent,13.4,0,2022-04-04
APP007638,34,Bachelor,Part-Time,Single,0,27359.01,128286.65,12,12.44,Debt Consolidation,694,8.8,0,0.0,3,90.25,1,0,Rent,6.5,0,2021-09-26
APP007639,23,High School,Full-Time,Divorced,4,19491.34,219097.81,36,14.15,Personal,469,8.9,1,82280.94,2,82.48,1,1,Own,4.1,0,2021-08-28
APP007640,36,High School,Self-Employed,Married,0,50000.0,495113.58,36,12.62,Auto,701,8.9,0,0.0,6,87.23,3,0,Mortgage,1.9,0,2023-11-16
APP007641,35,Bachelor,Full-Time,Married,2,39678.41,181413.18,60,11.36,Medical,645,6.5,0,0.0,1,72.24,0,0,Other,13.7,0,2023-10-18
APP007642,41,Bachelor,Full-Time,Widowed,2,50000.0,266674.7,36,17.99,Medical,620,2.5,2,39514.24,4,87.54,3,0,Own,2.0,0,2020-02-19
APP007643,19,Vocational,Self-Employed,Single,0,36419.11,195403.12,36,24.69,Medical,745,1.4,1,149012.13,4,66.78,2,0,Rent,7.4,0,2023-06-07
APP007644,51,Bachelor,Full-Time,Married,0,50000.0,500000.0,24,8.06,Auto,626,7.2,0,0.0,4,73.85,2,0,Mortgage,7.1,0,2021-04-09
APP007645,38,Master,Self-Employed,Married,3,50000.0,314181.53,36,10.55,Business,732,1.8,2,120710.95,2,79.76,5,0,Rent,3.4,0,2021-09-16
APP007646,18,High School,Full-Time,Married,2,29580.82,195389.99,72,11.66,Home,711,2.7,1,86437.9,1,93.99,0,0,Own,3.3,0,2023-12-13
APP007647,31,Vocational,Full-Time,Married,2,33186.95,289729.1,60,18.84,Home,648,3.3,3,72576.2,1,83.25,0,0,Own,17.2,0,2023-07-23
APP007648,34,Bachelor,Full-Time,Married,0,22567.85,174846.16,60,20.31,Education,551,3.8,2,77076.41,4,80.13,1,0,Own,17.6,0,2022-05-19
APP007649,45,High School,Part-Time,Divorced,2,17982.03,96617.73,36,15.64,Auto,618,2.8,0,0.0,1,97.08,2,0,Mortgage,9.3,0,2020-12-30
APP007650,33,Master,Full-Time,Divorced,2,35712.71,497408.56,36,22.38,Personal,733,5.2,1,152318.17,1,95.95,0,0,Mortgage,16.5,0,2021-02-01
APP007651,36,Bachelor,Full-Time,Divorced,1,50000.0,500000.0,48,22.23,Personal,585,6.1,0,0.0,2,94.79,3,0,Mortgage,7.0,0,2020-11-21
APP007652,54,Bachelor,Part-Time,Married,0,19623.59,164646.52,24,21.18,Business,693,3.7,0,0.0,3,61.2,0,0,Rent,5.1,0,2023-01-11
APP007653,54,Bachelor,Full-Time,Married,1,50000.0,500000.0,48,5.7,Auto,782,1.5,3,112661.82,2,69.63,1,0,Mortgage,9.3,0,2022-11-06
APP007654,41,High School,Full-Time,Married,3,42021.18,364263.83,72,11.09,Debt Consolidation,589,7.0,1,52777.58,2,75.93,3,0,Rent,5.1,0,2023-05-10
APP007655,36,Master,Full-Time,Single,2,50000.0,303323.15,12,11.56,Home,817,11.4,1,44496.75,3,77.37,0,0,Rent,8.8,0,2023-07-05
APP007656,30,PhD,Self-Employed,Married,4,28032.81,323253.96,60,14.25,Home,670,10.6,3,41167.62,2,72.26,1,0,Own,3.4,0,2023-04-23
APP007657,48,Bachelor,Full-Time,Single,1,38419.23,203197.78,48,23.01,Personal,583,1.6,1,149790.44,5,70.75,1,0,Mortgage,7.6,0,2023-08-05
APP007658,41,Bachelor,Part-Time,Married,4,45010.12,468350.32,36,8.05,Auto,756,3.5,2,121808.36,3,51.27,2,0,Own,12.1,0,2022-02-21
APP007659,24,Bachelor,Part-Time,Married,3,15551.6,140087.86,24,13.7,Personal,746,12.6,0,0.0,0,79.91,3,1,Rent,5.3,0,2021-09-01
APP007660,34,Master,Full-Time,Married,3,26756.48,137571.73,72,13.09,Debt Consolidation,690,6.1,0,0.0,2,76.43,0,0,Own,2.6,0,2020-02-26
APP007661,28,Bachelor,Full-Time,Divorced,3,50000.0,384788.16,24,20.23,Medical,696,15.4,0,0.0,5,92.37,1,0,Mortgage,6.7,0,2023-05-25
APP007662,46,Vocational,Full-Time,Single,3,41964.9,500000.0,48,7.81,Auto,586,4.2,0,0.0,2,86.96,1,0,Rent,0.8,0,2021-11-27
APP007663,39,Bachelor,Self-Employed,Married,3,50000.0,462522.5,36,5.34,Home,738,10.2,0,0.0,1,86.51,2,0,Mortgage,3.3,0,2022-07-25
APP007664,38,High School,Part-Time,Married,0,21303.37,169762.72,12,11.1,Medical,676,3.5,0,0.0,3,92.37,3,0,Rent,11.8,0,2023-12-19
APP007665,22,Bachelor,Full-Time,Divorced,4,32012.15,198827.46,48,10.52,Auto,512,10.4,0,0.0,1,90.1,3,0,Rent,8.7,0,2021-02-16
APP007666,41,Bachelor,Self-Employed,Single,2,50000.0,163755.93,48,16.42,Personal,610,5.7,1,242437.21,1,90.4,0,0,Rent,2.6,0,2022-08-25
APP007667,39,High School,Self-Employed,Married,4,50000.0,277664.92,48,10.54,Auto,574,6.3,4,77898.04,2,75.61,0,0,Mortgage,1.4,0,2021-01-03
APP007668,45,Bachelor,Full-Time,Divorced,1,35988.78,159895.99,24,8.82,Personal,774,6.6,3,178734.11,0,87.02,2,0,Other,15.6,0,2023-06-17
APP007669,42,Bachelor,Full-Time,Single,1,35162.06,468009.74,48,5.55,Auto,679,5.0,1,156406.32,2,49.6,1,0,Rent,5.7,1,2021-12-09
APP007670,43,Master,Full-Time,Married,0,50000.0,500000.0,60,18.13,Debt Consolidation,693,3.9,1,158585.68,1,88.55,0,0,Own,2.7,0,2020-07-05
APP007671,32,PhD,Full-Time,Divorced,1,50000.0,300520.26,36,15.47,Debt Consolidation,736,7.9,0,0.0,3,88.19,2,0,Rent,7.7,0,2020-10-06
APP007672,41,Bachelor,Part-Time,Married,3,25241.7,279206.12,36,5.97,Personal,692,8.7,0,0.0,1,94.13,3,0,Mortgage,0.3,0,2023-08-24
APP007673,18,High School,Full-Time,Married,0,50000.0,500000.0,48,7.81,Home,641,5.0,0,0.0,0,80.42,0,0,Rent,5.5,0,2020-07-14
APP007674,47,Bachelor,Full-Time,Married,0,50000.0,281839.43,48,13.9,Personal,616,1.2,0,0.0,1,88.78,0,0,Other,16.4,0,2021-02-09
